order_id,order_date,customer_id,city,state,Age,Gender,category,sub_category,product_name,price,quantity,discount_pct,payment_mode,delivery_days,return_flag,rating,marketing_channel
OD1394,1/28/2025,C982,Kolkata,Karnataka,36,Male,Home,Laptop,Samsung Phone,2392,2,5,NetBanking,6,No,1,Organic
OD1395,1/29/2025,C569,Bangalore,Maharashtra,45,Male,Home,Laptop,Wall Clock,31072,1,0,UPI,2,No,2,Ads
OD1396,1/30/2025,C474,Nagpur,Gujarat,43,Female,Home,Clothing,Redmi Phone,41373,1,20,Card,5,No,1,Organic
OD1397,1/31/2025,C121,Nagpur,Karnataka,54,Female,Electronics,Footwear,Wall Clock,33866,2,40,UPI,8,No,4,Ads
OD1398,2/1/2025,C849,Bangalore,Rajasthan,43,Female,Electronics,Furniture,Samsung Phone,21698,3,5,NetBanking,8,No,3,Referral
OD1399,2/2/2025,C769,Mumbai,Karnataka,40,Female,Home,Clothing,Samsung Phone,58223,1,0,Card,4,Yes,3,Organic
OD1400,2/3/2025,C137,Pune,Maharashtra,26,Female,Electronics,Furniture,HP Laptop,36904,3,40,NetBanking,2,No,1,Ads
OD1401,2/4/2025,C329,Kolkata,Tamil Nadu,29,Male,Electronics,Clothing,Wall Clock,16488,2,40,UPI,6,Yes,5,Referral
OD1402,2/5/2025,C464,Kolkata,Karnataka,18,Female,Fashion,Laptop,Women Kurti,29430,1,15,COD,2,No,5,Organic
OD1403,2/6/2025,C662,Mumbai,Rajasthan,18,Female,Fashion,Clothing,Samsung Phone,9789,2,15,COD,3,No,3,Referral
OD1404,2/7/2025,C537,Kolkata,Rajasthan,51,Male,Fashion,Laptop,Redmi Phone,38866,3,5,COD,7,No,1,Ads
OD1405,2/8/2025,C875,Ahmedabad,Rajasthan,49,Male,Fashion,Decor,Men T-Shirt,30632,2,20,COD,9,No,1,Organic
OD1406,2/9/2025,C382,Pune,Maharashtra,42,Male,Electronics,Mobile,Office Chair,27551,2,15,NetBanking,2,Yes,1,Organic
OD1407,2/10/2025,C126,Jaipur,Karnataka,57,Male,Home,Furniture,HP Laptop,40974,1,15,COD,8,No,4,Organic
OD1408,2/11/2025,C325,Kolkata,Delhi,18,Male,Electronics,Footwear,Men T-Shirt,58155,2,20,NetBanking,8,No,5,Referral
OD1409,2/12/2025,C376,Bangalore,Tamil Nadu,33,Male,Electronics,Decor,HP Laptop,5132,2,0,Card,9,No,5,Referral
OD1410,2/13/2025,C897,Ahmedabad,Telangana,56,Male,Electronics,Decor,Redmi Phone,17803,2,15,COD,8,No,4,Ads
OD1411,2/14/2025,C708,Kolkata,Karnataka,22,Female,Fashion,Clothing,Nike Shoes,47045,1,10,NetBanking,5,No,2,Email
OD1412,2/15/2025,C383,Ahmedabad,Rajasthan,39,Male,Fashion,Laptop,Wall Clock,7507,3,30,COD,2,No,4,Organic
OD1413,2/16/2025,C978,Chennai,Delhi,46,Male,Fashion,Accessories,Boat Earphones,48790,3,30,COD,4,No,1,Organic
OD1414,2/17/2025,C580,Jaipur,Telangana,20,Male,Home,Furniture,Women Kurti,27904,2,15,COD,2,Yes,4,Ads
OD1415,2/18/2025,C552,Hyderabad,Telangana,29,Male,Electronics,Decor,Men T-Shirt,36885,1,0,NetBanking,7,No,1,Organic
OD1416,2/19/2025,C928,Bangalore,Gujarat,43,Female,Home,Clothing,Wall Clock,21326,2,40,UPI,8,No,3,Referral
OD1417,2/20/2025,C915,Bangalore,Karnataka,33,Female,Fashion,Kitchen,Women Kurti,33539,3,0,COD,3,No,1,Referral
OD1418,2/21/2025,C758,Pune,Maharashtra,54,Female,Home,Mobile,Nike Shoes,60853,1,5,COD,8,No,5,Organic
OD1419,2/22/2025,C615,Ahmedabad,Karnataka,39,Female,Electronics,Mobile,Boat Earphones,18656,3,10,Card,2,No,4,Organic
OD1420,2/23/2025,C646,Mumbai,Delhi,46,Male,Electronics,Accessories,Women Kurti,35814,3,0,UPI,5,No,1,Referral
OD1421,2/24/2025,C291,Bangalore,Telangana,31,Male,Fashion,Laptop,Women Kurti,36431,1,20,NetBanking,6,No,2,Organic
OD1422,2/25/2025,C148,Ahmedabad,Karnataka,45,Male,Fashion,Clothing,Men T-Shirt,21663,1,10,Card,2,No,3,Referral
OD1423,2/26/2025,C611,Ahmedabad,Maharashtra,22,Female,Home,Furniture,Prestige Cooker,14913,2,30,COD,2,No,2,Email
OD1424,2/27/2025,C116,Delhi,Gujarat,47,Male,Fashion,Laptop,Boat Earphones,14826,2,10,Card,4,Yes,2,Email
OD1425,2/28/2025,C271,Delhi,Karnataka,22,Female,Fashion,Mobile,Wall Clock,1445,3,20,Card,5,No,2,Organic
OD1426,3/1/2025,C319,Hyderabad,Tamil Nadu,29,Female,Electronics,Laptop,Nike Shoes,15192,1,15,COD,7,No,3,Organic
OD1427,3/2/2025,C257,Chennai,Gujarat,33,Male,Fashion,Mobile,Boat Earphones,27740,1,20,UPI,6,No,3,Organic
OD1428,3/3/2025,C576,Hyderabad,Maharashtra,43,Female,Fashion,Laptop,Redmi Phone,16039,2,20,UPI,8,Yes,3,Referral
OD1429,3/4/2025,C145,Kolkata,Delhi,43,Female,Electronics,Accessories,Prestige Cooker,65256,3,15,Card,3,No,3,Email
OD1430,3/5/2025,C472,Mumbai,Telangana,38,Male,Electronics,Footwear,Redmi Phone,41702,3,15,COD,2,Yes,2,Email
OD1431,3/6/2025,C617,Kolkata,Karnataka,56,Male,Home,Accessories,Nike Shoes,25580,2,15,NetBanking,7,Yes,5,Ads
OD1432,3/7/2025,C198,Nagpur,Maharashtra,53,Male,Fashion,Accessories,Men T-Shirt,62360,1,15,Card,6,Yes,5,Ads
OD1433,3/8/2025,C991,Kolkata,Gujarat,50,Male,Electronics,Footwear,Men T-Shirt,11849,2,15,NetBanking,3,No,3,Organic
OD1434,3/9/2025,C844,Pune,Tamil Nadu,47,Female,Home,Footwear,Nike Shoes,56011,2,20,Card,7,Yes,4,Referral
OD1435,3/10/2025,C136,Kolkata,Maharashtra,54,Male,Home,Decor,HP Laptop,57308,2,5,Card,5,No,1,Organic
OD1436,3/11/2025,C379,Hyderabad,West Bengal,40,Female,Fashion,Decor,Nike Shoes,43331,2,5,COD,5,Yes,4,Email
OD1437,3/12/2025,C448,Bangalore,Rajasthan,27,Male,Fashion,Clothing,Prestige Cooker,28868,1,0,COD,6,No,4,Organic
OD1438,3/13/2025,C596,Bangalore,Tamil Nadu,22,Female,Home,Furniture,Samsung Phone,32227,2,5,NetBanking,8,No,4,Organic
OD1439,3/14/2025,C401,Delhi,Gujarat,53,Female,Electronics,Furniture,Men T-Shirt,18075,1,30,NetBanking,9,No,5,Email
OD1440,3/15/2025,C280,Mumbai,Delhi,51,Female,Home,Clothing,Office Chair,29500,2,5,UPI,3,No,1,Email
OD1441,3/16/2025,C706,Mumbai,Telangana,48,Male,Fashion,Accessories,Prestige Cooker,889,3,20,COD,5,No,4,Email
OD1442,3/17/2025,C198,Pune,Gujarat,27,Male,Electronics,Accessories,Prestige Cooker,45935,1,15,Card,9,No,3,Email
OD1443,3/18/2025,C799,Hyderabad,Rajasthan,36,Female,Electronics,Mobile,Prestige Cooker,12068,3,15,Card,6,No,5,Ads
OD1444,3/19/2025,C215,Delhi,Delhi,49,Female,Home,Mobile,Women Kurti,13528,2,40,UPI,5,Yes,3,Referral
OD1445,3/20/2025,C290,Nagpur,Karnataka,18,Male,Fashion,Furniture,Prestige Cooker,22989,2,40,COD,5,No,3,Referral
OD1446,3/21/2025,C352,Mumbai,Maharashtra,22,Male,Home,Clothing,Men T-Shirt,46374,2,40,Card,7,Yes,4,Email
OD1447,3/22/2025,C260,Bangalore,West Bengal,21,Male,Home,Kitchen,Samsung Phone,6366,1,20,UPI,9,No,3,Referral
OD1448,3/23/2025,C355,Kolkata,Tamil Nadu,33,Male,Home,Decor,Samsung Phone,9620,3,30,UPI,7,No,1,Referral
OD1449,3/24/2025,C422,Kolkata,Tamil Nadu,41,Female,Electronics,Kitchen,Prestige Cooker,2038,1,5,Card,5,No,3,Referral
OD1450,3/25/2025,C227,Delhi,Maharashtra,33,Female,Electronics,Clothing,Redmi Phone,17526,1,20,Card,9,No,4,Referral
OD1451,3/26/2025,C117,Hyderabad,West Bengal,19,Male,Fashion,Mobile,Men T-Shirt,9420,2,0,NetBanking,4,No,3,Email
OD1452,3/27/2025,C892,Hyderabad,Maharashtra,45,Female,Fashion,Furniture,Men T-Shirt,50934,3,15,COD,9,No,5,Organic
OD1453,3/28/2025,C834,Chennai,Karnataka,49,Female,Home,Furniture,Boat Earphones,10809,2,40,NetBanking,7,No,5,Organic
OD1454,3/29/2025,C665,Jaipur,Rajasthan,44,Female,Home,Mobile,Wall Clock,64464,1,10,UPI,3,No,5,Organic
OD1455,3/30/2025,C669,Mumbai,Delhi,37,Male,Home,Kitchen,HP Laptop,12741,2,0,Card,6,No,2,Ads
OD1456,3/31/2025,C422,Hyderabad,Gujarat,41,Male,Fashion,Laptop,HP Laptop,9446,3,40,NetBanking,6,Yes,5,Referral
OD1457,4/1/2025,C971,Bangalore,Tamil Nadu,29,Female,Electronics,Laptop,Redmi Phone,62315,2,30,UPI,8,No,5,Email
OD1458,4/2/2025,C785,Delhi,Karnataka,52,Female,Electronics,Mobile,HP Laptop,49284,3,0,COD,3,No,2,Email
OD1459,4/3/2025,C891,Nagpur,Delhi,50,Female,Home,Laptop,Boat Earphones,1006,3,20,Card,3,No,5,Ads
OD1460,4/4/2025,C725,Chennai,Karnataka,50,Female,Home,Footwear,Nike Shoes,67471,2,5,NetBanking,3,No,4,Email
OD1461,4/5/2025,C387,Ahmedabad,West Bengal,60,Female,Home,Clothing,HP Laptop,27650,1,15,COD,8,Yes,5,Organic
OD1462,4/6/2025,C953,Pune,Tamil Nadu,54,Female,Home,Clothing,Men T-Shirt,12117,2,30,NetBanking,3,Yes,5,Ads
OD1463,4/7/2025,C762,Nagpur,Gujarat,29,Female,Fashion,Mobile,Nike Shoes,16621,1,30,UPI,2,No,2,Email
OD1464,4/8/2025,C738,Ahmedabad,Maharashtra,20,Male,Electronics,Accessories,HP Laptop,7853,1,10,COD,8,No,4,Ads
OD1465,4/9/2025,C254,Kolkata,Maharashtra,18,Female,Home,Decor,Men T-Shirt,31478,2,0,NetBanking,6,No,3,Ads
OD1466,4/10/2025,C589,Pune,Delhi,50,Female,Fashion,Kitchen,Men T-Shirt,53273,1,10,COD,2,No,1,Email
OD1467,4/11/2025,C485,Mumbai,Gujarat,57,Male,Home,Mobile,Prestige Cooker,5536,1,5,UPI,8,No,4,Organic
OD1468,4/12/2025,C884,Bangalore,Rajasthan,27,Female,Home,Laptop,Samsung Phone,29132,2,40,COD,5,No,3,Email
OD1469,4/13/2025,C203,Pune,Telangana,60,Male,Electronics,Kitchen,Redmi Phone,24994,2,5,NetBanking,5,No,4,Referral
OD1470,4/14/2025,C492,Jaipur,West Bengal,46,Female,Home,Accessories,Boat Earphones,65049,2,40,UPI,6,No,3,Referral
OD1471,4/15/2025,C910,Ahmedabad,Delhi,30,Male,Electronics,Laptop,Women Kurti,36982,1,10,Card,5,No,3,Email
OD1472,4/16/2025,C345,Mumbai,Telangana,29,Female,Electronics,Furniture,Wall Clock,34568,3,15,NetBanking,3,No,4,Organic
OD1473,4/17/2025,C275,Jaipur,Karnataka,48,Female,Electronics,Decor,HP Laptop,7869,1,5,NetBanking,8,No,2,Referral
OD1474,4/18/2025,C138,Kolkata,West Bengal,19,Male,Fashion,Footwear,HP Laptop,39632,3,10,UPI,2,No,4,Referral
OD1475,4/19/2025,C576,Jaipur,Karnataka,52,Male,Fashion,Laptop,Nike Shoes,1191,2,0,UPI,3,No,4,Email
OD1476,4/20/2025,C781,Chennai,Rajasthan,40,Female,Electronics,Footwear,Nike Shoes,29425,3,10,Card,5,No,3,Email
OD1477,4/21/2025,C858,Chennai,Gujarat,34,Male,Home,Kitchen,Wall Clock,43889,2,10,NetBanking,7,No,1,Email
OD1478,4/22/2025,C637,Delhi,Tamil Nadu,43,Male,Electronics,Footwear,HP Laptop,50092,2,20,UPI,9,No,3,Ads
OD1479,4/23/2025,C966,Nagpur,West Bengal,25,Female,Home,Kitchen,Office Chair,5708,3,5,Card,2,No,5,Ads
OD1480,4/24/2025,C917,Nagpur,Telangana,46,Female,Electronics,Kitchen,Boat Earphones,7032,2,15,Card,3,No,4,Ads
OD1481,4/25/2025,C507,Mumbai,Rajasthan,43,Female,Home,Kitchen,HP Laptop,7710,3,15,UPI,8,No,4,Email
OD1482,4/26/2025,C624,Kolkata,Tamil Nadu,27,Male,Fashion,Kitchen,Samsung Phone,10426,2,20,NetBanking,6,No,2,Organic
OD1483,4/27/2025,C927,Hyderabad,Maharashtra,43,Female,Home,Kitchen,Wall Clock,25093,1,40,COD,3,No,3,Referral
OD1484,4/28/2025,C605,Chennai,Telangana,51,Male,Electronics,Laptop,Office Chair,8432,1,30,COD,7,Yes,2,Ads
OD1485,4/29/2025,C924,Mumbai,Delhi,58,Male,Fashion,Kitchen,Boat Earphones,41195,2,40,Card,5,No,4,Organic
OD1486,4/30/2025,C135,Hyderabad,Maharashtra,24,Female,Home,Laptop,HP Laptop,65948,2,15,COD,2,No,3,Email
OD1487,5/1/2025,C784,Nagpur,Rajasthan,21,Male,Home,Kitchen,Women Kurti,68115,3,10,COD,6,Yes,3,Ads
OD1488,5/2/2025,C119,Delhi,Maharashtra,28,Male,Home,Footwear,Prestige Cooker,6588,1,20,UPI,2,Yes,5,Email
OD1489,5/3/2025,C420,Jaipur,Delhi,46,Female,Home,Furniture,Samsung Phone,57047,3,0,Card,6,No,5,Organic
OD1490,5/4/2025,C875,Chennai,West Bengal,53,Male,Home,Kitchen,Women Kurti,26622,2,5,NetBanking,9,No,1,Ads
OD1491,5/5/2025,C611,Mumbai,Maharashtra,42,Female,Fashion,Accessories,Nike Shoes,8296,2,5,Card,8,No,5,Ads
OD1492,5/6/2025,C499,Pune,Gujarat,38,Male,Fashion,Kitchen,Nike Shoes,50512,3,5,UPI,2,No,3,Ads
OD1493,5/7/2025,C753,Hyderabad,Telangana,53,Male,Fashion,Kitchen,HP Laptop,8845,2,10,COD,5,No,5,Ads
OD1494,5/8/2025,C982,Jaipur,Tamil Nadu,27,Male,Fashion,Footwear,Nike Shoes,34171,1,0,NetBanking,8,No,1,Organic
OD1495,5/9/2025,C570,Chennai,Maharashtra,54,Female,Electronics,Decor,Samsung Phone,18152,3,20,Card,8,No,4,Ads
OD1496,5/10/2025,C242,Nagpur,Telangana,26,Female,Fashion,Clothing,Boat Earphones,50055,1,20,COD,9,No,5,Referral
OD1497,5/11/2025,C191,Kolkata,Karnataka,41,Female,Home,Footwear,Men T-Shirt,26639,1,5,Card,6,No,3,Referral
OD1498,5/12/2025,C453,Hyderabad,Telangana,52,Female,Home,Accessories,Redmi Phone,1683,1,0,NetBanking,4,Yes,4,Email
OD1499,5/13/2025,C933,Nagpur,Tamil Nadu,52,Female,Fashion,Clothing,Wall Clock,34992,3,0,Card,2,No,3,Ads
OD1500,5/14/2025,C899,Chennai,Telangana,53,Male,Home,Mobile,Boat Earphones,44647,2,0,Card,2,No,4,Referral
OD1501,5/15/2025,C826,Hyderabad,Delhi,35,Male,Fashion,Mobile,Men T-Shirt,25345,1,15,Card,3,Yes,3,Referral
OD1502,5/16/2025,C953,Jaipur,Rajasthan,56,Female,Home,Decor,Office Chair,22694,1,15,COD,6,No,5,Referral
OD1503,5/17/2025,C150,Chennai,Tamil Nadu,49,Female,Electronics,Accessories,Samsung Phone,6105,1,5,NetBanking,7,No,5,Organic
OD1504,5/18/2025,C764,Ahmedabad,Rajasthan,41,Female,Electronics,Footwear,Women Kurti,4455,2,0,NetBanking,4,No,1,Ads
OD1505,5/19/2025,C797,Mumbai,West Bengal,40,Female,Fashion,Laptop,Men T-Shirt,17054,2,30,COD,5,No,4,Organic
OD1506,5/20/2025,C674,Jaipur,Rajasthan,49,Male,Fashion,Accessories,Samsung Phone,19189,3,0,COD,3,No,1,Organic
OD1507,5/21/2025,C289,Hyderabad,Karnataka,54,Male,Fashion,Furniture,Prestige Cooker,59001,2,20,COD,9,No,2,Referral
OD1508,5/22/2025,C224,Kolkata,Delhi,29,Male,Home,Clothing,Women Kurti,49348,3,20,UPI,4,No,5,Referral
OD1509,5/23/2025,C249,Nagpur,West Bengal,30,Female,Fashion,Clothing,Nike Shoes,26846,3,5,Card,6,Yes,4,Email
OD1510,5/24/2025,C413,Pune,Telangana,40,Male,Electronics,Kitchen,Nike Shoes,49555,3,30,Card,4,No,1,Ads
OD1511,5/25/2025,C669,Nagpur,Tamil Nadu,42,Male,Home,Mobile,Women Kurti,64350,3,0,NetBanking,9,No,1,Ads
OD1512,5/26/2025,C441,Hyderabad,Karnataka,52,Male,Fashion,Decor,Office Chair,42349,3,40,Card,8,Yes,2,Referral
OD1513,5/27/2025,C404,Nagpur,Delhi,58,Male,Home,Clothing,Office Chair,28342,1,30,UPI,2,No,1,Referral
OD1514,5/28/2025,C791,Mumbai,West Bengal,47,Female,Home,Accessories,Office Chair,62819,2,5,COD,8,No,3,Ads
OD1515,5/29/2025,C781,Chennai,West Bengal,34,Female,Fashion,Clothing,Men T-Shirt,30292,1,20,NetBanking,2,No,5,Email
OD1516,5/30/2025,C937,Pune,Karnataka,37,Male,Home,Decor,Wall Clock,40015,3,40,NetBanking,3,No,1,Referral
OD1517,5/31/2025,C882,Bangalore,Gujarat,42,Male,Electronics,Decor,Men T-Shirt,18356,2,20,Card,9,No,1,Email
OD1518,6/1/2025,C153,Hyderabad,Telangana,39,Male,Electronics,Decor,HP Laptop,20126,1,15,NetBanking,6,No,2,Organic
OD1519,6/2/2025,C543,Delhi,Karnataka,30,Male,Home,Accessories,Redmi Phone,62321,1,5,COD,6,No,3,Referral
OD1520,6/3/2025,C712,Bangalore,West Bengal,36,Male,Fashion,Laptop,Women Kurti,52747,3,5,NetBanking,4,No,1,Organic
OD1521,6/4/2025,C363,Nagpur,Maharashtra,53,Female,Home,Kitchen,Boat Earphones,56297,1,0,COD,3,Yes,5,Referral
OD1522,6/5/2025,C152,Hyderabad,Delhi,29,Male,Electronics,Mobile,Redmi Phone,44615,1,0,UPI,6,No,5,Organic
OD1523,6/6/2025,C671,Ahmedabad,Karnataka,58,Male,Home,Clothing,Prestige Cooker,29056,1,15,UPI,7,No,1,Referral
OD1524,6/7/2025,C719,Delhi,Gujarat,36,Male,Home,Accessories,Men T-Shirt,43113,1,40,COD,7,No,3,Email
OD1525,6/8/2025,C104,Pune,West Bengal,29,Female,Electronics,Footwear,Men T-Shirt,13219,1,10,Card,8,No,5,Email
OD1526,6/9/2025,C202,Kolkata,Telangana,26,Female,Home,Mobile,Samsung Phone,58107,3,30,NetBanking,2,No,5,Email
OD1527,6/10/2025,C295,Ahmedabad,Rajasthan,24,Male,Home,Laptop,Redmi Phone,36391,3,10,Card,4,Yes,3,Organic
OD1528,6/11/2025,C873,Bangalore,West Bengal,45,Female,Fashion,Accessories,Samsung Phone,1423,1,10,NetBanking,5,No,3,Email
OD1529,6/12/2025,C976,Chennai,Telangana,31,Female,Fashion,Furniture,Boat Earphones,51821,3,5,UPI,9,No,1,Organic
OD1530,6/13/2025,C983,Mumbai,Karnataka,48,Male,Electronics,Furniture,Samsung Phone,26977,3,30,UPI,2,No,4,Referral
OD1531,6/14/2025,C449,Kolkata,Telangana,36,Female,Electronics,Kitchen,Redmi Phone,46917,2,5,UPI,3,No,2,Organic
OD1532,6/15/2025,C146,Ahmedabad,Tamil Nadu,33,Male,Electronics,Kitchen,Women Kurti,62716,1,30,NetBanking,6,No,4,Referral
OD1533,6/16/2025,C966,Chennai,Tamil Nadu,22,Female,Fashion,Laptop,Prestige Cooker,12280,3,20,UPI,2,No,4,Ads
OD1534,6/17/2025,C922,Chennai,Tamil Nadu,52,Female,Electronics,Laptop,Men T-Shirt,6014,3,5,UPI,5,No,5,Ads
OD1535,6/18/2025,C919,Hyderabad,Gujarat,29,Female,Electronics,Kitchen,Boat Earphones,36632,1,5,UPI,5,No,3,Ads
OD1536,6/19/2025,C755,Ahmedabad,Gujarat,42,Male,Electronics,Clothing,Men T-Shirt,9594,2,5,UPI,7,No,5,Organic
OD1537,6/20/2025,C368,Pune,Maharashtra,38,Male,Fashion,Clothing,HP Laptop,20969,1,40,Card,3,No,2,Ads
OD1538,6/21/2025,C469,Nagpur,Gujarat,53,Male,Home,Accessories,Prestige Cooker,43628,2,15,UPI,2,Yes,1,Ads
OD1539,6/22/2025,C735,Delhi,Rajasthan,40,Male,Electronics,Footwear,Wall Clock,9030,1,5,UPI,4,No,2,Ads
OD1540,6/23/2025,C205,Delhi,Karnataka,33,Male,Home,Accessories,Samsung Phone,37537,1,0,Card,2,No,5,Referral
OD1541,6/24/2025,C769,Bangalore,West Bengal,56,Male,Electronics,Footwear,Nike Shoes,43173,1,0,Card,7,No,5,Email
OD1542,6/25/2025,C758,Bangalore,West Bengal,59,Female,Home,Laptop,Redmi Phone,30330,1,30,NetBanking,8,No,5,Organic
OD1543,6/26/2025,C756,Delhi,Maharashtra,56,Female,Fashion,Mobile,Men T-Shirt,57673,2,20,COD,5,Yes,5,Ads
OD1544,6/27/2025,C219,Pune,Gujarat,31,Female,Fashion,Accessories,Samsung Phone,11778,2,15,UPI,3,No,4,Referral
OD1545,6/28/2025,C930,Mumbai,Rajasthan,48,Female,Electronics,Accessories,Boat Earphones,38719,3,40,UPI,3,No,1,Email
OD1546,6/29/2025,C886,Jaipur,Telangana,22,Female,Home,Footwear,Men T-Shirt,61109,1,30,UPI,4,No,4,Email
OD1547,6/30/2025,C703,Nagpur,Maharashtra,52,Male,Fashion,Decor,Wall Clock,53218,2,0,NetBanking,3,No,5,Email
OD1548,7/1/2025,C157,Mumbai,Rajasthan,40,Male,Electronics,Laptop,Prestige Cooker,53550,2,15,UPI,7,No,3,Referral
OD1549,7/2/2025,C445,Hyderabad,Telangana,46,Male,Electronics,Laptop,Prestige Cooker,57151,2,15,COD,7,Yes,4,Ads
OD1550,7/3/2025,C840,Jaipur,Rajasthan,60,Male,Fashion,Furniture,Men T-Shirt,66023,1,20,Card,7,No,5,Email
OD1551,7/4/2025,C573,Jaipur,Telangana,28,Male,Fashion,Decor,Boat Earphones,6969,3,15,NetBanking,3,No,5,Referral
OD1552,7/5/2025,C216,Ahmedabad,Delhi,35,Female,Electronics,Footwear,Prestige Cooker,68097,2,5,Card,3,Yes,1,Referral
OD1553,7/6/2025,C929,Pune,Rajasthan,29,Male,Home,Laptop,Prestige Cooker,42297,1,15,UPI,7,No,2,Organic
OD1554,7/7/2025,C890,Pune,West Bengal,26,Male,Home,Decor,Wall Clock,53972,2,20,UPI,3,No,4,Referral
OD1555,7/8/2025,C226,Jaipur,Tamil Nadu,27,Female,Home,Kitchen,Redmi Phone,20379,2,30,UPI,9,No,4,Email
OD1556,7/9/2025,C492,Ahmedabad,Gujarat,34,Female,Electronics,Decor,Boat Earphones,44938,3,20,COD,3,No,4,Email
OD1557,7/10/2025,C740,Nagpur,Telangana,55,Male,Fashion,Clothing,Boat Earphones,14807,2,40,COD,9,No,5,Referral
OD1558,7/11/2025,C157,Jaipur,Delhi,24,Female,Electronics,Furniture,Women Kurti,35580,2,20,NetBanking,5,No,1,Email
OD1559,7/12/2025,C733,Kolkata,Rajasthan,30,Female,Fashion,Kitchen,Women Kurti,50882,1,0,Card,2,No,5,Referral
OD1560,7/13/2025,C612,Bangalore,West Bengal,57,Male,Home,Mobile,Prestige Cooker,10336,1,5,UPI,6,No,5,Email
OD1561,7/14/2025,C850,Bangalore,Tamil Nadu,59,Female,Home,Accessories,Nike Shoes,52650,3,0,UPI,9,No,3,Organic
OD1562,7/15/2025,C901,Mumbai,Telangana,26,Male,Fashion,Furniture,Women Kurti,37323,1,30,UPI,9,No,1,Ads
OD1563,7/16/2025,C195,Hyderabad,Rajasthan,44,Female,Fashion,Mobile,Prestige Cooker,33572,1,10,UPI,3,No,4,Organic
OD1564,7/17/2025,C737,Bangalore,Rajasthan,19,Male,Electronics,Accessories,Office Chair,26798,3,30,COD,6,No,2,Organic
OD1565,7/18/2025,C217,Chennai,Telangana,22,Male,Home,Clothing,HP Laptop,59360,2,5,Card,8,No,4,Ads
OD1566,7/19/2025,C659,Mumbai,Maharashtra,46,Female,Electronics,Decor,HP Laptop,30562,3,15,Card,6,Yes,5,Email
OD1567,7/20/2025,C700,Bangalore,Maharashtra,54,Female,Electronics,Laptop,Boat Earphones,69952,1,20,NetBanking,5,No,1,Ads
OD1568,7/21/2025,C587,Hyderabad,West Bengal,55,Male,Electronics,Kitchen,Nike Shoes,68971,3,10,COD,9,Yes,1,Referral
OD1569,7/22/2025,C336,Pune,Tamil Nadu,36,Female,Home,Footwear,Wall Clock,15005,2,5,UPI,3,No,1,Ads
OD1570,7/23/2025,C984,Pune,Telangana,25,Male,Electronics,Kitchen,Redmi Phone,26525,3,0,Card,7,No,3,Organic
OD1571,7/24/2025,C996,Nagpur,West Bengal,18,Male,Electronics,Clothing,Women Kurti,28171,1,20,Card,6,Yes,4,Ads
OD1572,7/25/2025,C371,Jaipur,West Bengal,39,Male,Electronics,Mobile,Office Chair,38916,1,30,COD,3,No,3,Email
OD1573,7/26/2025,C288,Kolkata,Karnataka,34,Female,Electronics,Footwear,Prestige Cooker,52912,3,0,NetBanking,4,Yes,2,Organic
OD1574,7/27/2025,C803,Pune,Rajasthan,24,Male,Electronics,Laptop,Nike Shoes,65565,2,5,NetBanking,8,No,5,Referral
OD1575,7/28/2025,C546,Ahmedabad,Gujarat,42,Male,Electronics,Clothing,Boat Earphones,59712,3,5,UPI,7,No,3,Email
OD1576,7/29/2025,C680,Bangalore,Rajasthan,21,Female,Home,Footwear,Women Kurti,51470,2,30,NetBanking,4,No,3,Organic
OD1577,7/30/2025,C889,Ahmedabad,Maharashtra,53,Male,Electronics,Clothing,Nike Shoes,27780,2,10,Card,4,No,5,Referral
OD1578,7/31/2025,C960,Hyderabad,Tamil Nadu,23,Male,Fashion,Decor,Women Kurti,28590,3,30,NetBanking,6,Yes,1,Email
OD1579,8/1/2025,C346,Pune,Rajasthan,48,Male,Electronics,Clothing,Redmi Phone,50993,2,15,UPI,4,No,5,Referral
OD1580,8/2/2025,C175,Kolkata,Telangana,36,Male,Electronics,Laptop,Redmi Phone,19109,1,0,Card,5,Yes,4,Ads
OD1581,8/3/2025,C253,Hyderabad,West Bengal,56,Female,Home,Furniture,Wall Clock,1578,3,10,NetBanking,5,No,5,Ads
OD1582,8/4/2025,C755,Chennai,Telangana,44,Male,Home,Accessories,HP Laptop,47250,2,20,NetBanking,6,Yes,1,Referral
OD1583,8/5/2025,C534,Chennai,Karnataka,27,Male,Fashion,Footwear,Samsung Phone,55931,1,40,COD,3,No,5,Ads
OD1584,8/6/2025,C185,Ahmedabad,Tamil Nadu,43,Male,Fashion,Decor,Samsung Phone,31450,3,15,UPI,2,No,3,Referral
OD1585,8/7/2025,C796,Jaipur,West Bengal,36,Female,Home,Laptop,Women Kurti,60371,1,10,NetBanking,3,No,2,Email
OD1586,8/8/2025,C384,Mumbai,Telangana,56,Male,Home,Clothing,Wall Clock,7734,1,40,COD,3,No,3,Organic
OD1587,8/9/2025,C319,Jaipur,Maharashtra,20,Male,Electronics,Decor,Samsung Phone,63211,1,40,Card,3,No,2,Referral
OD1588,8/10/2025,C168,Nagpur,Gujarat,30,Male,Home,Laptop,Boat Earphones,21972,2,0,COD,3,Yes,5,Organic
OD1589,8/11/2025,C146,Jaipur,Karnataka,45,Female,Fashion,Furniture,Samsung Phone,68066,3,5,COD,7,Yes,4,Organic
OD1590,8/12/2025,C193,Nagpur,Tamil Nadu,37,Female,Electronics,Decor,Men T-Shirt,32729,3,20,NetBanking,2,No,5,Referral
